Titel,Path,Streetname,Postalcode,Location,Price,Rooms,Area
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/haldenstrasse-143-3014-bern/578358/,Haldenstrasse 143,3014,Bern,1345,2,50 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/landoltstrasse-60-3007-bern/587286/,Landoltstrasse 60,3007,Bern,1300,2,63 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/gesellschaftsstr-38-3012-bern/587279/,Gesellschaftsstr. 38,3012,Bern,1020,1,30 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/falkenweg-8-3012-bern/587198/,Falkenweg 8,3012,Bern,980,1,NaN
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/rathausgasse-52-3011-bern/587155/,Rathausgasse 52,3011,Bern,1550,2,NaN
3 ½ Zimmer-Wohnung in Niederscherli mieten,/de/wohnung/kasereistrasse-9-3145-niederscherli/586978/,Käsereistrasse 9,3145,Niederscherli,1480,3 ½,70 m²
6 Zimmer-Wohnung in Bern mieten,/de/wohnung/lerberstrasse-30-3013-bern/586819/,Lerberstrasse 30,3013,Bern,4290,6,NaN
3 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/spuhlihalde-15-3098-koniz/583286/,Spühlihalde 15,3098,Köniz,1750,3 ½,91 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/winkelriedstr-13-3014-bern/586540/,Winkelriedstr. 13,3014,Bern,1511,3 ½,66 m²
2 ½ Zimmer-Wohnung in bern mieten,/de/wohnung/bumplizstrasse-3027-bern/586448/,Bümplizstrasse,3027,bern,1445,2 ½,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/bumplizstrasse-48-3027-bern/586316/,Bümplizstrasse 48,3027,Bern,1395,3,61 m²
3 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/talbodenstrasse-48-3098-schliern-b-koniz/513976/,Talbodenstrasse 48,3098,Schliern,1359,3 ½,NaN
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-2-3018-bern/584519/,Mühledorfstrasse 2,3018,Bern,920,1,27 m²
3 ½ Zimmer-Wohnung in Moosseedorf mieten,/de/wohnung/sandstrasse-114-3302-moosseedorf/584075/,Sandstrasse 114,3302,Moosseedorf,1870,3 ½,77 m²
2 ½ Zimmer-Wohnung in Stettlen mieten,/de/wohnung/bleichestrasse-43-3066-stettlen/585870/,Bleichestrasse 43,3066,Stettlen,1230,2 ½,56 m²
3 ½ Zimmer-Wohnung in Moosseedorf mieten,/de/wohnung/langenbuhlstrasse-3-3302-moosseedorf/585868/,Längenbühlstrasse 3,3302,Moosseedorf,1390,3 ½,63 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/lagerweg-6-3013-bern/585858/,Lagerweg 6,3013,Bern,860,1,30 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/zahringerstr-25-3012-bern/585725/,Zähringerstr. 25,3012,Bern,1990,2 ½,78 m²
4 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/blankweg-20-3072-ostermundigen/581339/,Blankweg 20,3072,Ostermundigen,1816,4 ½,80 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/einsteinstrasse-7-3005-bern/585711/,Einsteinstrasse 7,3005,Bern,1580,2 ½,NaN
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/ringstr-19-3072-ostermundigen/569963/,Ringstr. 19,3072,Ostermundigen,1266,3 ½,58 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/tillierstrasse-53-3005-bern/578309/,Tillierstrasse 53,3005,Bern,1580,2 ½,65 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/brunngasse-30-3011-bern/585528/,Brunngasse 30,3011,Bern,1970,1 ½,53 m²
3 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/froschweg-25-3098-schliern-b-koniz/585352/,Froschweg 25,3098,Schliern,1580,3 ½,71 m²
3 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/froschweg-25-3098-schliern-b-koniz/585350/,Froschweg 25,3098,Schliern,1520,3 ½,71 m²
4 ½ Zimmer-Maisonette in Bern mieten,/de/wohnung/bitziusstrasse-51-3006-bern/585338/,Bitziusstrasse 51,3006,Bern,2800,4 ½,104 m²
3 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/talbodenstrasse-50-3098-schliern-b-koniz/585195/,Talbodenstrasse 50,3098,Schliern,1165,3 ½,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weltpoststrasse-3b-3015-bern/581201/,Weltpoststrasse 3B,3015,Bern,1870,2 ½,66 m²
2 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/wiesenstrasse-10-3072-ostermundigen/584904/,Wiesenstrasse 10,3072,Ostermundigen,1515,2,54 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/langgassstrasse-108-3012-bern/581671/,Länggassstrasse 108,3012,Bern,1600,2 ½,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schosshaldentrasse-20b-3006-bern/584841/,Schosshaldentrasse 20B,3006,Bern,1215,2 ½,NaN
1 Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-124-3084-wabern/575541/,Funkstrasse 124,3084,Wabern,770,1,23 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/nobsstrasse-20-3072-ostermundigen/575540/,Nobsstrasse 20,3072,Ostermundigen,1270,3 ½,61 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/hintere-engehaldestrasse-12-3004-bern/575602/,Hintere Engehaldestrasse 12,3004,Bern,1540,2 ½,65 m²
3 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/schaufelweg-21-3098-schliern-b-koniz/580226/,Schaufelweg 21,3098,Schliern,1795,3 ½,82 m²
3 Zimmer-Wohnung in Ittigen mieten,/de/wohnung/langfeldstrasse-42-3063-ittigen/583593/,Längfeldstrasse 42,3063,Ittigen,1550,3,NaN
4 ½ Zimmer-Wohnung in Stettlen mieten,/de/wohnung/bleichestrasse-61-3066-stettlen/583412/,Bleichestrasse 61,3066,Stettlen,1590,4 ½,101 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/muesmattstrasse-48-3012-bern/582507/,Muesmattstrasse 48,3012,Bern,880,1,23 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/riedbachstrasse-80-3027-bern/583204/,Riedbachstrasse,80,"80,",1400,2 ½,NaN
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/3072-ostermundigen/583197/,no street available,3072,Ostermundigen,1520,NaN,NaN
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-1-3018-bern/583158/,Mühledorfstrasse 1,3018,Bern,2900,4 ½,106 m²
4 Zimmer-Wohnung in Ittigen mieten,/de/wohnung/kirschenackerweh-26-3063-ittigen/582955/,Kirschenackerweh 26,3063,Ittigen,2000,4,96 m²
3 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/kranichweg-3-3074-muri-b-bern/475463/,Kranichweg 3,3074,Muri,1790,3 ½,80 m²
3 Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/kirchstrasse-5-a-3097-liebefeld/554531/,Kirchstrasse 5 a,3097,Liebefeld,1490,3,60 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/gerbestrasse-9-3072-ostermundigen/595270/,Gerbestrasse 9,3072,Ostermundigen,1530,3 ½,70 m²
4 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-121-3072-ostermundigen/582822/,Bernstrasse 121,3072,Ostermundigen,2490,4 ½,104 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-121-3072-ostermundigen/582820/,Bernstrasse 121,3072,Ostermundigen,1740,3 ½,71 m²
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/dr-zuber-strasse-2a-3072-ostermundigen/582818/,Dr. Zuber-Strasse 2a,3072,Ostermundigen,1370,2 ½,52 m²
1 ½ Zimmer-Wohnung in Schliern bei Köniz mieten,/de/wohnung/3098-schliern-bei-koniz/582802/,no street available,3098,Schliern,960,1 ½,36 m²
4 Zimmer-Mehrfamilienhaus in Bern mieten,/de/wohnung/junkerngasse-20-3011-bern/582662/,Junkerngasse 20,3011,Bern,3350,4,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/winkelriedstr-11-3014-bern/582413/,Winkelriedstr. 11,3014,Bern,1270,2 ½,54 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/3013-bern/582386/,no street available,3013,Bern,1010,1 ½,NaN
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weltpoststrasse-3a-3015-bern/576978/,Weltpoststrasse 3A,3015,Bern,2620,4 ½,102 m²
4 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/froschweg-11-3098-schliern-b-koniz/581077/,Froschweg 11,3098,Schliern,2010,4 ½,107 m²
1 Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-96-3084-wabern/581717/,Funkstrasse 96,3084,Wabern,915,1,25 m²
4 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/schaufelweg-114-3098-schliern-b-koniz/580176/,Schaufelweg 114,3098,Schliern,1740,4 ½,80 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/schloss-strasse-143-3008-bern/581622/,Schloss-Strasse 143,3008,Bern,1450,3,64 m²
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bachstrasse-6-3072-ostermundigen/581838/,Bachstrasse 6,3072,Ostermundigen,1290,2 ½,51 m²
1 Zimmer-Wohnung in Gümligen mieten,/de/wohnung/eigerweg-14-3073-gumligen/581729/,Eigerweg 14,3073,Gümligen,760,1,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/europaplatz-1b-3008-bern/581607/,Europaplatz 1B,3008,Bern,2415,2 ½,88 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/wankdorffeldstrasse-101-3014-bern/581373/,Wankdorffeldstrasse 101,3014,Bern,1620,2,64 m²
5 Zimmer-Wohnung in Rüfenacht BE mieten,/de/wohnung/alte-bernstrasse-7-3075-rufenacht-be/581336/,Alte Bernstrasse 7,3075,Rüfenacht,2040,5,110 m²
4 ½ Zimmer-Wohnung in Muri bei Bern mieten,/de/wohnung/kraygenweg-89-3074-muri-bei-bern/581065/,Kräygenweg 89,3074,Muri,2950,4 ½,170 m²
3 ½ Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-114-3084-wabern/580213/,Funkstrasse 114,3084,Wabern,1490,3 ½,80 m²
2 Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-108-3084-wabern/580268/,Funkstrasse 108,3084,Wabern,1130,2,51 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/riedbachstrasse-77-3027-bern/580442/,Riedbachstrasse 77,3027,Bern,1470,2 ½,54 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/europaplatz-1b-3008-bern/580441/,Europaplatz 1B,3008,Bern,2415,2 ½,88 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/looslistrasse-43-3027-bern/594838/,Looslistrasse 43,3027,Bern,1000,1,30 m²
4 ½ Zimmer-Wohnung in Stettlen mieten,/de/wohnung/bleichestrasse-7-3066-stettlen/579577/,Bleichestrasse 7,3066,Stettlen,1950,4 ½,94 m²
3 ½ Zimmer-Wohnung in Worblaufen mieten,/de/wohnung/lindenhofstrasse-22-3048-worblaufen/579678/,Lindenhofstrasse 22,3048,Worblaufen,1470,3 ½,NaN
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/hirschengraben-6-3011-bern/579000/,Hirschengraben 6,3011,Bern,2570,3 ½,107 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/eigerstr-58-3007-bern/578987/,Eigerstr. 58,3007,Bern,1415,2,43 m²
2 Zimmer-Wohnung in Spiegel b. Bern mieten,/de/wohnung/bellevuestrasse-111-3095-spiegel-b-bern/578924/,Bellevuestrasse 111,3095,Spiegel,1580,2,50 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/3011-bern/578191/,no street available,3011,Bern,1920,3 ½,95 m²
5 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/dr-zuber-strasse-4b-3072-bern/578148/,Dr. Zuber-Strasse 4B,3072,Bern,715,5 ½,NaN
4 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/talbodenstrasse-84-3098-schliern-b-koniz/551879/,Talbodenstrasse 84,3098,Schliern,1930,4 ½,NaN
2 ½ Zimmer-Wohnung in Herrenschwanden mieten,/de/wohnung/3037-herrenschwanden/577838/,no street available,3037,Herrenschwanden,1750,2 ½,74 m²
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weissenbuhlweg-40-b-3007-bern/575255/,Weissenbühlweg 40 B,3007,Bern,2440,4 ½,104 m²
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/flurweg-64-3072-ostermundigen/574557/,Flurweg 64,3072,Ostermundigen,1560,3,77 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/bumplizstrasse-69-3018-bern/576872/,Bümplizstrasse 69,3018,Bern,1300,1,38 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schwanengasse-57-3011-bern/576569/,Schwanengasse 5/7,3011,Bern,1905,2 ½,78 m²
4 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/3063-ittigen/576197/,no street available,3063,Ittigen,850,4 ½,NaN
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/sahlistrasse-46-3012-bern/575650/,Sahlistrasse 46,3012,Bern,1470,2,NaN
4 Zimmer-Wohnung in Bern mieten,/de/wohnung/bierhubeliweg-35-3012-bern/551819/,Bierhübeliweg 35,3012,Bern,2650,4,115 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/murtenstrasse-143-b-3008-bern/575815/,Murtenstrasse 143 B,3008,Bern,1350,2,39 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/brunngasse-30-3011-bern/575712/,Brunngasse 30,3011,Bern,1470,1 ½,33 m²
4 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/koniztalstrasse-8-3098-koniz/575473/,Köniztalstrasse 8,3098,Köniz,1760,4 ½,81 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/bumplizstrasse-3027-bern/575436/,Bümplizstrasse,3027,Bern,1430,3 ½,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/landoltstrasse-107-3007-bern/574966/,Landoltstrasse 107,3007,Bern,1415,2 ½,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/jurastrasse-17-3013-bern/572128/,Jurastrasse 17,3013,Bern,1780,3,70 m²
3 ½ Zimmer-Wohnung in Thörishaus mieten,/de/wohnung/oberriedstrasse-3174-thorishaus/574515/,Oberriedstrasse,3174,Thörishaus,1330,3 ½,NaN
3 ½ Zimmer-Wohnung in Niederwangen mieten,/de/wohnung/wangenthalstrasse-64-3172-niederwangen/587648/,Wangenthalstrasse,64,"64,",1550,3 ½,86 m²
4 ½ Zimmer-Haus in Belpberg mieten,/de/wohnung/fuchsacker-28-3124-belpberg/574044/,Fuchsacker 28,3124,Belpberg,1300,4 ½,140 m²
4 Zimmer-Dachwohnung in Bern mieten,/de/wohnung/junkerngasse-23-3011-bern/573785/,Junkerngasse 23,3011,Bern,3190,4,125 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/marktgasse-17-3011-bern/573168/,Marktgasse 17,3011,Bern,2330,2,68 m²
3 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/haberlimatteweg-11-3052-zollikofen/556457/,Häberlimatteweg 11,3052,Zollikofen,1760,3 ½,92 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/effingerstr-109-3008-bern/541859/,Effingerstr. 109,3008,Bern,1360,2 ½,64 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/altenbergstrasse-80-3013-bern/573166/,Altenbergstrasse 80,3013,Bern,1690,2 ½,58 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/monreposweg-12-3008-bern/573164/,Monreposweg 12,3008,Bern,1650,3,NaN
2 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/mosliweg-3-3098-koniz/572195/,Mösliweg 3,3098,Köniz,1425,2 ½,48 m²
4 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/kranichweg-1-3074-muri-b-bern/498234/,Kranichweg 1,3074,Muri,2100,4 ½,97 m²
3 Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/meienstrasse-3052-zollikofen/572054/,Meienstrasse,3052,Zollikofen,1297,3,65 m²
2 ½ Zimmer-Attikawohnung in Ittigen mieten,/de/wohnung/untere-zollgasse-135-3063-ittigen/572032/,untere Zollgasse 135,3063,Ittigen,2050,2 ½,NaN
3 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/jennershausweg-29-3098-koniz/571867/,Jennershausweg 29,3098,Köniz,1540,3 ½,80 m²
3 ½ Zimmer-Dachwohnung in Bern mieten,/de/wohnung/sulgenauweg-39-3007-bern/571839/,Sulgenauweg 39,3007,Bern,3160,3 ½,123 m²
4 ½ Zimmer-Wohnung in Niederwangen b. Bern mieten,/de/wohnung/bruggbuhlstrasse-45-3172-niederwangen-b-bern/570594/,Brüggbühlstrasse 45,3172,Niederwangen,1820,4 ½,NaN
2 Zimmer-Maisonette in Spiegel bei Bern mieten,/de/wohnung/hohle-gasse-10-3095-spiegel-bei-bern/571335/,Hohle Gasse 10,3095,Spiegel,1310,2,53 m²
4 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/villettengassli-24b-3074-muri-b-bern/570977/,Villettengässli 24b,3074,Muri,3590,4 ½,135 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/huberstrasse-14-3008-bern/570557/,Huberstrasse 14,3008,Bern,1215,2,51 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/fabrikstrasse-29-3012-bern/570920/,Fabrikstrasse 29,3012,Bern,1692,3,66 m²
2 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-65-3063-ittigen/555414/,Jurastrasse 65,3063,Ittigen,1510,2 ½,84 m²
3 ½ Zimmer-Wohnung in Moosseedorf mieten,/de/wohnung/sandstrasse-106-3302-moosseedorf/568997/,Sandstrasse 106,3302,Moosseedorf,1890,3 ½,81 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/forelstr-46-3072-ostermundigen/570409/,Forelstr. 46,3072,Ostermundigen,1554,3 ½,81 m²
2 ½ Zimmer-Wohnung in Stettlen mieten,/de/wohnung/bernapark-23-3066-stettlen/570399/,Bernapark 23,3066,Stettlen,1760,2 ½,51 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/hintere-engehaldestrasse-12-3004-bern/557921/,Hintere Engehaldestrasse 12,3004,Bern,1625,2 ½,86 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/wylerstrasse-71-3014-bern/570356/,Wylerstrasse 71,3014,Bern,1450,2,56 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/weissensteinstrasse-49-d-3007-bern/570017/,Weissensteinstrasse 49 D,3007,Bern,1360,2,55 m²
1 Zimmer-Studio in Bern mieten,/de/wohnung/wagnerstrasse-8-3007-bern/570168/,Wagnerstrasse 8,3007,Bern,1100,1,30 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/fabrikstrasse-29-b-3012-bern/570149/,Fabrikstrasse 29 B,3012,Bern,1390,2,52 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/waldmeisterstrasse-44-3018-bern/570139/,Waldmeisterstrasse 44,3018,Bern,1420,2 ½,53 m²
2 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/thunstrasse-192-3074-muri-b-bern/570138/,Thunstrasse 192,3074,Muri,1211,2 ½,45 m²
4 ½ Zimmer-Wohnung in Niederscherli mieten,/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/570132/,Schwarzenburgstrasse 753,3145,Niederscherli,1710,4 ½,NaN
3 ½ Zimmer-Wohnung in Gümligen mieten,/de/wohnung/turbenweg-1-b-3073-gumligen/570123/,Turbenweg 1 B,3073,Gümligen,2935,3 ½,99 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/holligenstrasse-35-3008-bern/570111/,Holligenstrasse 35,3008,Bern,1710,3,75 m²
3 ½ Zimmer-Wohnung in Kehrsatz mieten,/de/wohnung/bleikenmattstrasse-3-3122-kehrsatz/570100/,Bleikenmattstrasse 3,3122,Kehrsatz,1760,3 ½,85 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weidgasse-10-3018-bern/570096/,Weidgasse 10,3018,Bern,1510,3 ½,75 m²
3 Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/alpenblickstrasse-16-3052-zollikofen/570094/,Alpenblickstrasse 16,3052,Zollikofen,1430,3,87 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/breitenrainstrasse-27-3013-bern/570083/,Breitenrainstrasse 27,3013,Bern,2010,3 ½,75 m²
3 Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/aarestrasse-30-3052-zollikofen/570080/,Aarestrasse 30,3052,Zollikofen,1330,3,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weissenbuhlweg-40-b-3007-bern/570066/,Weissenbühlweg 40 B,3007,Bern,1690,2 ½,65 m²
3 Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/thunstrasse-192-3074-muri-b-bern/570059/,Thunstrasse 192,3074,Muri,1440,3,72 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/rodtmattstrasse-55-3014-bern/570037/,Rodtmattstrasse 55,3014,Bern,1750,3,NaN
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/obere-zollgasse-60-3072-ostermundigen/570036/,Obere Zollgasse 60,3072,Ostermundigen,1250,3,NaN
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/obere-zollgasse-51a-3072-ostermundigen/570025/,Obere Zollgasse 51A,3072,Ostermundigen,1360,2 ½,NaN
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/zieglerstrasse-36-3007-bern/570022/,Zieglerstrasse 36,3007,Bern,935,1,31 m²
3 ½ Zimmer-Wohnung in Niederscherli mieten,/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/570013/,Schwarzenburgstrasse 753,3145,Niederscherli,1390,3 ½,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/nelkenweg-3-3006-bern/569996/,Nelkenweg 3,3006,Bern,2390,3,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/nelkenweg-3-3006-bern/569995/,Nelkenweg 3,3006,Bern,2190,3,NaN
1 Zimmer-Studio in Zollikofen mieten,/de/wohnung/meielenfeldweg-1-3052-zollikofen/569991/,Meielenfeldweg 1,3052,Zollikofen,1100,1,40 m²
3 ½ Zimmer-Wohnung in Bolligen mieten,/de/wohnung/huhnerbuhlstrasse-20-3065-bolligen/569989/,Hühnerbühlstrasse 20,3065,Bolligen,1670,3 ½,84 m²
3 ½ Zimmer-Wohnung in Niederscherli mieten,/de/wohnung/schwarzenburgstrasse-753-3145-niederscherli/569981/,Schwarzenburgstrasse 753,3145,Niederscherli,1390,3 ½,NaN
3 ½ Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/wilkerstrasse-76-3097-liebefeld/569937/,Wilkerstrasse 76,3097,Liebefeld,1990,3 ½,80 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/werkgasse-56-3018-bern/569752/,Werkgasse 56,3018,Bern,1790,3,67 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/3012-bern/569568/,no street available,3012,Bern,1650,2 ½,65 m²
3 Zimmer-Wohnung in Moosseedorf mieten,/de/wohnung/schulhausstr-21-3302-moosseedorf/406619/,Schulhausstr. 21,3302,Moosseedorf,1285,3,79 m²
2 ½ Zimmer-Wohnung in Schliern b. Köniz mieten,/de/wohnung/haselholzweg-24-3098-schliern-b-koniz/561203/,Haselholzweg 24,3098,Schliern,1270,2 ½,NaN
3 ½ Zimmer-Wohnung in moosseedorf mieten,/de/wohnung/3302-moosseedorf/559017/,no street available,3302,moosseedorf,1500,3 ½,70 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/zypressenstrasse-40-3018-bern/558645/,Zypressenstrasse 40,3018,Bern,1160,3,68 m²
3 ½ Zimmer-Wohnung in Herrenschwanden mieten,/de/wohnung/dettigenstrasse-3-3037-herrenschwanden/557894/,Dettigenstrasse 3,3037,Herrenschwanden,2310,3 ½,98 m²
3 ½ Zimmer-Wohnung in Muri bei Bern mieten,/de/wohnung/krayigenweg-93-3074-muri-bei-bern/557736/,Kräyigenweg 93,3074,Muri,2080,3 ½,92 m²
4 ½ Zimmer-Wohnung in Herrenschwanden mieten,/de/wohnung/dettigenstrasse-3-3037-herrenschwanden/557658/,Dettigenstrasse 3,3037,Herrenschwanden,3195,4 ½,153 m²
2 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-51-3063-ittigen/538671/,Jurastrasse 51,3063,Ittigen,1750,2 ½,96 m²
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/unterer-chaletweg-3a-3072-ostermundigen/557271/,Unterer Chaletweg 3a,3072,Ostermundigen,1640,3,83 m²
2 ½ Zimmer-Dachwohnung in Bern mieten,/de/wohnung/lagerweg-4-3013-bern/557248/,Lagerweg 4,3013,Bern,1430,2 ½,50 m²
3 ½ Zimmer-Attikawohnung in Zollikofen mieten,/de/wohnung/schulhausstrasse-27-3052-zollikofen/556785/,Schulhausstrasse 27,3052,Zollikofen,2330,3 ½,86 m²
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/unterdorfstrasse-37-3072-ostermundigen/556655/,Unterdorfstrasse 37,3072,Ostermundigen,1630,2 ½,56 m²
2 Zimmer-Attikawohnung in Kirchlindach mieten,/de/wohnung/nuchternweg-12-3038-kirchlindach/555722/,Nüchternweg 12,3038,Kirchlindach,1600,2,55 m²
4 ½ Zimmer-Wohnung in Stettlen mieten,/de/wohnung/im-baumgarten-2-3066-stettlen/550790/,Im Baumgarten 2,3066,Stettlen,2050,4 ½,102 m²
2 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-25-3063-ittigen/542772/,Jurastrasse 25,3063,Ittigen,1330,2 ½,63 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/effingerstrasse-41d-3008-bern/555879/,Effingerstrasse 41d,3008,Bern,2230,2 ½,88 m²
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/effingerstrasse-41d-3008-bern/555876/,Effingerstrasse 41d,3008,Bern,4740,4 ½,192 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/effingerstrasse-41d-3008-bern/555874/,Effingerstrasse 41d,3008,Bern,2990,3 ½,118 m²
3 Zimmer-Wohnung in Bolligen mieten,/de/wohnung/lutertalstrasse-39-3065-bolligen/555462/,Lutertalstrasse 39,3065,Bolligen,1690,3,84 m²
